,col-pi,col-tt,col-gu,col-le,col-pac,col-sho,col-vl,col-bp,col-wg,col-def,col-phy,col-ae,col-pas,col-dri,col-oa,col-pt,Contract,Name,Team
52,251688,1473,18,N/A,75,47,€1M,LM,€500,29,55,19,54,66,62,80,2019 ~ 2021, F. Greilinger,TSV  München  
53,253095,1589,16,N/A,71,40,€975K,LB,€4K,59,61,18,55,59,62,78,2019 ~ 2022, R. Devine,Manchester United  
54,254022,1467,13,N/A,59,61,€1.1M,ST,€2K,31,59,18,53,62,63,76,2019 ~ 2023, N. Woltemade,SV Werder Bremen  
55,256115,1565,17,N/A,63,61,€1.2M,CAM,€3K,29,50,18,59,71,63,80,2020 ~ 2025, L. Samardžić,RB Leipzig  
56,258485,983,16,N/A,63,69,€1.1M,GK,€500,36,63,18,68,65,63,79,2019 ~ 2025, F. Jörgensen,Villarreal CF  
57,259913,1604,20,N/A,71,59,€675K,ST,€500,39,64,17,52,67,60,80,2019 ~ 2025, H. Sudakov,Shakhtar Donetsk  
58,261082,1637,17,N/A,66,52,€825K,RM,€1K,52,56,18,61,65,61,78,2020 ~ 2025, C. Medina,Boca Juniors  
59,261654,1533,17,N/A,79,34,€1.1M,RB,€500,59,58,16,46,58,63,80,2021 ~ 2022, O. El Hilali,RCD Espanyol  
0,9676,2019,0,N/A,74,82,€6.5M,ST,€20K,37,70,36,74,78,81,81,2018 ~ 2020,  S. Eto'o,Atiker Konyaspor  
1,135455,2136,0,N/A,75,72,€2.9M,RWB,€70K,75,75,33,77,76,77,77,2013 ~ 2016,  Maicon,Roma  
2,143121,2068,0,N/A,69,70,€4.2M,CM,€44K,65,64,35,82,79,77,77,2020 ~ 2022, J. Sosa,Fenerbahçe SK  
3,146758,1936,0,N/A,55,79,€4.5M,ST,€22K,44,70,35,71,74,77,77,2019 ~ 2022, Soldado,Granada CF  
4,157301,1929,0,N/A,78,79,€4.7M,LM,€56K,39,72,33,71,78,76,76,2019 ~ 2022, R. Babel,Galatasaray SK  
5,164477,1902,0,N/A,52,58,€975K,CDM,€16K,75,76,33,69,66,70,70,2020 ~ 2021, J. Mikel,Stoke City  
6,166074,1900,0,N/A,81,74,€2.3M,LM,€7K,41,83,29,68,71,72,72,2018 ~ 2021, Bebé,Rayo Vallecano  
7,177326,1880,0,N/A,67,75,€4.3M,LW,€1K,34,47,35,79,78,77,77,2019 ~ 2022, M. Valbuena,Olympiacos CFP  
8,177392,1921,0,N/A,64,76,€5M,ST,€25K,44,76,34,67,76,77,77,2018 ~ 2021, D. Mbokani,Royal Antwerp FC  
9,177644,1303,0,N/A,72,69,€600K,GK,€38K,48,68,33,71,72,71,71,2019 ~ 2023, Kiko Casilla,Leeds United  
10,177765,1833,0,N/A,59,75,€1.3M,ST,€37K,38,63,35,67,73,73,73,2020 ~ 2021, P. Cissé,Fenerbahçe SK  
11,181786,1863,0,N/A,54,49,€5.5M,CB,€50K,80,78,34,65,67,79,79,2012 ~ 2021, V. Ćorluka,Lokomotiv Moscow  
12,183900,1893,0,N/A,74,71,€11.5M,CAM,€64K,42,51,31,77,85,78,78,2020 ~ 2022, D. Perotti,Fenerbahçe SK  
13,184703,2049,0,N/A,62,75,€6.5M,CM,€28K,59,69,34,77,79,78,78,2011 ~ 2021, L. Montes,Club León  
14,186347,2047,0,N/A,77,69,€3.6M,LB,€35K,70,67,30,72,72,74,74,2017 ~ 2022, M. Rybus,Lokomotiv Moscow  
15,186351,2046,0,N/A,67,72,€4.7M,CDM,€13K,72,85,30,71,72,75,75,2019 ~ 2022, L. Fer,Feyenoord  
16,188337,2133,0,N/A,85,69,€2.3M,CM,€12K,73,83,29,70,73,72,72,2021 ~ 2023, M. Wakaso,Shenzhen FC  
17,189484,1922,0,N/A,65,57,€2.7M,RB,€35K,72,67,29,70,71,73,73,2018 ~ 2022, D. Santon,Roma  
18,190264,1881,0,"Jun 30, 2021",71,72,€5.5M,CAM,€41K,41,51,30,77,81,75,75,"Jun 30, 2021 On Loan", Iago Falqué,"BeneventoJun ,  On Loan"
19,190544,1942,0,N/A,74,74,€10.5M,CAM,€62K,37,59,28,80,81,77,77,2019 ~ 2022, A. Ljajić,Beşiktaş JK  
20,190640,1876,0,N/A,74,56,€2M,CB,€15K,72,79,29,61,61,72,72,2019 ~ 2022, V. Pálsson,SV Darmstadt   
21,199266,1854,0,"Jun 30, 2021",67,68,€1.4M,LM,€13K,43,71,29,64,73,69,69,"Jun 30, 2021 On Loan", Ji Dong Won,"Eintracht BraunschweigJun ,  On Loan"
22,199813,1909,1,N/A,64,57,€7M,CB,€26K,77,82,28,62,61,76,77,2010 ~ 2024, G. Trauner,LASK Linz  
23,201122,1724,1,N/A,71,48,€2.4M,CB,€27K,71,75,27,54,63,72,73,2019 ~ 2023, T. Kalas,Bristol City  
24,194229,1822,0,N/A,67,39,€9.5M,RB,€23K,74,74,29,68,67,77,77,2009 ~ 2023, Hugo Mallo,RC Celta  
25,199060,1960,0,N/A,63,63,€2M,CB,€12K,73,77,32,66,62,73,73,2017 ~ 2021, G. Tzavellas,Alanyaspor  
26,201290,1873,0,N/A,50,74,€4.2M,CAM,€18K,39,72,28,75,73,74,74,2020 ~ 2023, R. Žulj,VfL Bochum   
27,202053,1626,0,N/A,91,56,€1.3M,RM,€8K,26,50,27,58,74,68,68,2015 ~ 2021, R. Miyaichi,FC St. Pauli  
28,202445,1494,3,N/A,54,32,€6.5M,CB,€20K,76,78,26,44,53,75,78,2017 ~ 2021, Rodrigo Ely,Deportivo Alavés  
29,206590,1962,1,N/A,70,73,€16.5M,LM,€33K,55,61,26,77,79,78,79,2019 ~ 2025, Moi Gómez,Villarreal CF  
30,207715,1806,0,N/A,76,77,€6M,LW,€41K,25,59,26,68,78,75,75,2020 ~ 2023, N. López,Tigres U.A.N.L.  
31,208104,1242,3,N/A,82,75,€17M,GK,€14K,46,77,27,73,83,79,82,2014 ~ 2023, Matheus,SC Braga  
32,212192,1779,2,N/A,72,68,€2M,CAM,€6K,33,57,25,65,75,70,72,2018 ~ 2022, J. Green,SpVgg Greuther Fürth  
33,215421,1789,0,N/A,72,72,€4.2M,ST,€23K,41,74,29,54,70,74,74,2020 ~ 2020, Deyverson,Deportivo Alavés  
34,218660,1660,5,"Jun 30, 2021",85,61,€2.1M,LM,€20K,31,53,23,61,72,69,74,"Jun 30, 2021 On Loan", J. Sims,"Doncaster RoversJun ,  On Loan"
35,220421,1998,1,N/A,88,60,€11.5M,LB,€32K,71,75,26,69,76,77,78,2020 ~ 2024, H. Kamara,OGC Nice  
36,220466,1938,2,"Jun 30, 2021",72,64,€2.4M,LM,€25K,69,61,24,70,73,71,73,"Jun 30, 2021 On Loan", F. Mattiello,"SpeziaJun ,  On Loan"
37,221201,2022,1,N/A,81,58,€4.5M,LB,€13K,68,71,26,72,76,74,75,2019 ~ 2023, T. Leibold,Hamburger SV  
38,223550,1347,4,N/A,77,75,€11.5M,GK,€24K,50,75,26,73,79,77,81,2020 ~ 2024, J. Omlin,Montpellier HSC  
39,225859,1742,4,N/A,77,38,€5.5M,CB,€19K,74,77,24,60,64,74,78,2018 ~ 2023, M. Niakhaté,. FSV Mainz   
40,228151,1904,3,N/A,69,55,€2.9M,CM,€13K,68,67,24,71,71,72,75,2020 ~ 2023, J. Cullen,RSC Anderlecht  
41,228242,1392,13,N/A,55,31,€160K,CB,€3K,60,49,19,34,44,56,69,2014 ~ 2023,  K. Shakhtiev,Terek Grozny  
42,228383,1054,8,"Jun 30, 2021",72,64,€2M,GK,€11K,39,68,21,63,69,67,75,"Jun 30, 2021 On Loan", K. Grabara,"Aarhus GFJun ,  On Loan"
43,235124,1078,8,N/A,72,64,€2.3M,GK,€13K,51,68,22,65,72,68,76,2020 ~ 2022, S. Jurado,Cruz Azul  
44,237539,1751,7,"Jun 30, 2021",87,70,€6M,LW,€12K,29,43,22,62,77,73,80,"Jun 30, 2021 On Loan", L. Singh,"FC Paços de FerreiraJun ,  On Loan"
45,239617,1764,9,N/A,61,49,€3.4M,CDM,€11K,65,70,22,65,65,70,79,2021 ~ 2022, A. Cervantes,Santos Laguna  
46,239696,1677,8,N/A,79,58,€2.7M,RM,€8K,30,44,21,63,77,68,76,2018 ~ 2022, F. Muslija,Hannover   
47,240940,1555,11,N/A,70,67,€2.3M,ST,€5K,18,63,20,54,63,67,78,2017 ~ 2022, R. de la Rosa,Pachuca  
48,241160,1559,17,N/A,62,44,€575K,CAM,€6K,48,44,19,62,63,59,76,2017 ~ 2022, G. McEachran,Chelsea  
49,242732,1572,16,N/A,61,46,€600K,CM,€5K,55,65,19,57,59,60,76,2019 ~ 2022, O. Otasowie,Wolverhampton Wanderers  
50,243185,1481,10,N/A,84,25,€2.1M,CB,€2K,66,75,21,45,48,67,77,2018 ~ 2022, P. Wiśniewski,Górnik Zabrze  
51,246033,1777,10,N/A,63,57,€3.4M,CDM,€3K,66,74,21,61,65,70,80,2021 ~ 2022, S. Sosa,Atlanta United  
52,248498,1502,18,N/A,74,54,€1.2M,CAM,€4K,29,43,19,54,74,63,81,2020 ~ 2025, K. Al Ghannam,Al Nassr  
53,248698,1581,11,N/A,71,30,€3.3M,CB,€500,71,72,21,50,52,70,81,2017 ~ 2024, V. Bondar,Shakhtar Donetsk  
54,251545,1586,12,N/A,72,60,€1.4M,RM,€3K,31,49,19,57,70,64,76,2020 ~ 2024, D. Churlinov,VfB Stuttgart  
55,254623,1735,12,N/A,76,61,€2.5M,LM,€500,44,69,21,65,68,67,79,2020 ~ 2022, J. Piquerez,Peñarol  
56,254692,1525,13,"Jun 30, 2021",80,65,€2.5M,ST,€13K,21,51,20,51,70,67,80,"Jun 30, 2021 On Loan", E. Colley,"Hellas VeronaJun ,  On Loan"
57,255340,1768,10,N/A,71,55,€3.3M,CDM,€500,67,64,20,61,66,70,80,2020 ~ 2022, E. Martínez,Nacional de Montevideo  
58,256196,1439,20,N/A,60,32,€575K,CB,€500,60,65,18,47,52,59,79,2020 ~ 2024, W. Pacho,Independiente del Valle  
59,256408,1562,20,N/A,69,55,€675K,CAM,€900,38,48,18,57,63,60,80,2021 ~ 2022, S. Simón,River Plate  
0,140601,1609,0,N/A,52,33,€7.5M,CB,€80K,84,79,33,48,49,81,81,2014 ~ 2016,  N. Vidić,Inter  
1,153177,1972,0,N/A,76,78,€3.6M,ST,€18K,40,66,33,70,82,75,75,2018 ~ 2021, M. Zárate,Boca Juniors  
2,164994,1948,0,N/A,68,69,€1.1M,RM,€5K,58,61,34,72,74,72,72,2019 ~ 2021, J. Błaszczykowski,Wisła Kraków  
3,168609,1881,0,N/A,65,49,€5.5M,CB,€18K,81,77,35,66,69,80,80,2019 ~ 2021, Miranda,Jiangsu Suning FC  
4,179783,1131,0,N/A,77,76,€3M,GK,€19K,43,74,31,42,77,75,75,2011 ~ 2023, R. Fährmann,FC Schalke   
5,189795,1828,0,N/A,74,72,€2.5M,ST,€38K,41,77,32,60,68,73,73,2017 ~ 2021, Éder,Lokomotiv Moscow  
6,190059,2054,0,N/A,73,73,€4.2M,LM,€25K,71,74,28,72,73,74,74,2020 ~ 2023, S. Zuber,Eintracht Frankfurt  
7,192789,2055,0,N/A,75,69,€15.5M,RB,€35K,78,76,29,71,72,79,79,2008 ~ 2023, Mario Gaspar,Villarreal CF  
8,194201,1648,0,N/A,62,42,€3.5M,CB,€35K,75,79,29,53,61,74,74,2019 ~ 2022, P. Jansson,Brentford  
9,194229,1822,0,N/A,67,39,€9.5M,RB,€23K,74,74,29,68,67,77,77,2009 ~ 2023, Hugo Mallo,RC Celta  
10,182744,2017,0,N/A,65,65,€925K,LB,€850,73,73,36,73,70,74,74,2020 ~ 2021, J. Holebas,Olympiacos CFP  
11,190034,1817,1,N/A,69,37,€4M,CB,€26K,74,79,28,68,60,74,75,2020 ~ 2022, T. Kolodziejczak,AS Saint-Étienne  
12,190243,1224,0,N/A,80,74,€7M,GK,€39K,44,77,32,77,79,78,78,2018 ~ 2023, M. Hitz,Borussia Dortmund  
13,190875,2135,0,N/A,58,74,€6.5M,CB,€33K,77,87,33,73,74,77,77,2019 ~ 2022, J. Kucka,Parma  
14,192155,1846,1,N/A,77,52,€850K,CB,€20K,67,67,27,62,68,68,69,2017 ~ 2020,  E. Makeev,FC Rostov  
15,192492,1928,0,N/A,73,75,€8M,RM,€25K,40,44,34,78,81,79,79,2020 ~ 2022, F. Orellana,Real Valladolid CF  
16,192679,2062,0,N/A,72,63,€15M,LB,€29K,78,71,30,74,72,79,79,2015 ~ 2021, Escudero,Sevilla FC  
17,194845,1943,0,N/A,71,78,€5.5M,ST,€33K,42,67,29,76,77,75,75,2018 ~ 2022, W. Khazri,AS Saint-Étienne  
18,198113,1913,0,N/A,40,66,€1.3M,CDM,€14K,70,73,30,67,67,70,70,2016 ~ 2021, M. Höger,. FC Köln  
19,200759,2017,0,N/A,81,69,€6M,LM,€46K,69,76,27,67,77,75,75,2017 ~ 2023, J. Schlupp,Crystal Palace  
20,201886,1812,1,N/A,75,52,€0,CB,€0,68,73,28,60,56,68,69,Free, S. Xulu, South AfricaFree
21,203485,1779,3,N/A,66,43,€1.8M,CB,€41K,70,72,26,60,64,70,73,2020 ~ 2024, T. Kongolo,Fulham  
22,205495,1815,0,N/A,79,74,€4.6M,ST,€27K,36,75,27,63,69,74,74,2020 ~ 2023, A. Lozano,Cádiz CF  
23,206561,1057,4,N/A,72,71,€2.1M,GK,€20K,35,65,24,70,73,71,75,2013 ~ 2021, C. Walton,Brighton & Hove Albion  
24,210136,1860,3,N/A,77,46,€7M,RB,€900,73,74,26,67,65,75,78,2017 ~ 2024, T. Kędziora,Dynamo Kyiv  
25,211108,1911,0,N/A,84,71,€8M,RM,€23K,39,68,27,74,75,76,76,2020 ~ 2023, Fei Nanduo,Guangzhou Evergrande Taobao FC  
26,211408,1944,2,N/A,67,63,€5.5M,CDM,€33K,72,69,25,71,75,74,76,2020 ~ 2024, K. Linetty,Torino  
27,213777,1936,4,N/A,70,66,€2.3M,CM,€8K,62,72,23,68,71,70,74,2019 ~ 2023, I. Fossum,Aalborg BK  
28,216270,1935,3,N/A,72,63,€1.8M,RM,€5K,64,72,25,70,69,69,72,2019 ~ 2022, G. Honeyman,Hull City  
29,220314,1172,0,N/A,72,66,€1.1M,GK,€4K,42,68,30,59,73,70,70,2017 ~ 2021, O. Marciano,Hibernian  
30,220658,1858,2,N/A,76,57,€1.6M,LB,€11K,65,70,25,57,70,69,71,2021 ~ 2021, Ailton,FC Midtjylland  
31,223284,1836,0,N/A,63,45,€2.1M,CB,€17K,75,73,31,63,68,73,73,2019 ~ 2022, P. Martinez,Nîmes Olympique  
32,225480,1550,8,N/A,63,44,€120K,RB,€2K,57,52,18,50,55,57,65,2015 ~ 2016,  D. Nikitin,Lokomotiv Moscow  
33,231113,1778,4,N/A,85,70,€6M,CAM,€38K,32,56,24,71,76,74,78,2013 ~ 2022, Z. Bakaev,Spartak Moscow  
34,233139,1739,6,N/A,68,72,€3M,ST,€29K,36,72,23,60,66,71,77,2020 ~ 2024, C. Itten,Rangers FC  
35,233605,1737,8,N/A,69,74,€8.5M,ST,€39K,43,65,22,57,70,74,82,2019 ~ 2024,  Pedro,Fiorentina  
36,234698,1723,1,N/A,84,63,€2.2M,CAM,€5K,26,43,26,69,78,71,72,2019 ~ 2025, C. Songkrasin,Hokkaido Consadole Sapporo  
37,234925,1752,10,"Jun 30, 2022",65,45,€2.1M,CDM,€3K,68,67,19,66,65,67,77,"Jun 30, 2022 On Loan", K. Pierie,"FC TwenteJun ,  On Loan"
38,236331,1623,5,N/A,58,41,€5.5M,CB,€20K,74,76,25,48,54,74,79,2020 ~ 2024, E. Cabaco,Getafe CF  
39,236639,1947,3,N/A,56,59,€12.5M,CM,€30K,70,77,25,74,75,77,80,2017 ~ 2022, Xeka,LOSC Lille  
40,236817,1902,6,N/A,62,55,€8M,CDM,€15K,72,84,24,66,69,75,81,2019 ~ 2024, H. Maïga,FC Metz  
41,238717,1704,1,N/A,71,37,€4.2M,CB,€34K,74,78,27,57,60,74,75,2019 ~ 2022, E. Pinnock,Brentford  
42,239221,1360,12,"Jun 30, 2021",89,26,€475K,CB,€4K,56,68,21,35,47,58,70,"Jun 30, 2021 On Loan", T. Magloire,"MotherwellJun ,  On Loan"
43,239795,1850,0,N/A,83,71,€4.6M,RM,€26K,28,79,26,66,73,74,74,2018 ~ 2022, C. Ekuban,Trabzonspor  
44,240190,1979,4,N/A,81,68,€3.1M,RM,€15K,67,82,24,68,71,72,76,2018 ~ 2022, K. Malong,. FSV Mainz   
45,240452,1723,6,N/A,88,68,€2.5M,ST,€10K,28,75,23,55,65,70,76,2020 ~ 2023, M. Nzola,Spezia  
46,241168,1749,9,N/A,72,67,€3.5M,CAM,€9K,34,53,20,70,74,70,79,2017 ~ 2023, G. Chakvetadze,KAA Gent  
47,243009,1467,8,N/A,60,30,€1.8M,CB,€2K,66,77,22,42,43,66,74,2019 ~ 2021, D. Cornelius,Vancouver Whitecaps FC  
48,243044,1778,12,"Jun 30, 2021",69,54,€1.6M,CDM,€2K,62,72,20,57,64,65,77,"Jun 30, 2021 On Loan", N. Ofoborh,"Wycombe WanderersJun ,  On Loan"
49,243834,1678,12,"Jun 30, 2021",77,53,€2.5M,CAM,€23K,41,59,20,67,69,67,79,"Jun 30, 2021 On Loan", L. Ilić,"FC TwenteJun ,  On Loan"
50,244385,1017,4,N/A,75,65,€4.5M,GK,€700,28,72,26,80,76,74,78,2011 ~ 2023, G. Bushchan,Dynamo Kyiv  
51,246608,1824,6,"Jun 30, 2021",76,63,€2.2M,CAM,€4K,49,56,23,67,73,69,75,"Jun 30, 2021 On Loan", Fidalgo,"Club AméricaJun ,  On Loan"
52,248604,1651,8,"Jun 30, 2021",78,41,€975K,LB,€2K,57,45,18,57,66,63,71,"Jun 30, 2021 On Loan", A. Zagré,"Dijon FCOJun ,  On Loan"
53,253220,1874,0,N/A,79,54,€2.3M,RWB,€13K,65,72,27,65,69,72,72,2019 ~ 2022, E. Dasa,Vitesse  
54,254824,1777,10,"Jun 30, 2021",71,72,€3.5M,ST,€6K,34,74,20,56,67,70,80,"Jun 30, 2021 On Loan", Pedro Mendes,"CD NacionalJun ,  On Loan"
55,255529,1619,11,N/A,74,69,€3M,ST,€5K,22,66,18,53,68,69,80,2020 ~ 2024, E. Touré,Stade de Reims  
56,255781,1544,14,N/A,76,44,€2M,RB,€8K,61,55,20,50,61,66,80,2018 ~ 2022, Ricard,Atlético Madrid  
57,257534,1623,18,N/A,70,56,€575K,LM,€5K,45,51,18,58,62,59,77,2018 ~ 2024, C. Palmer,Manchester City  
0,241,1939,0,N/A,60,72,€1K,CAM,€60K,41,57,39,85,77,78,78,1990 ~ 2014,  R. Giggs,Manchester United  
1,28765,2028,0,N/A,65,71,€0,CAM,€35K,70,60,40,76,78,74,74,2015 ~ 2016,  Zé Roberto,Palmeiras  
2,30110,1856,0,N/A,57,80,€7.5M,ST,€50K,22,60,34,80,80,80,80,2015 ~ 2016,  D. Berbatov,PAOK  
3,108080,1931,0,N/A,59,58,€875K,CB,€12K,72,72,35,69,73,72,72,2019 ~ 2020,  S. Lichtsteiner,FC Augsburg  
4,164169,2141,0,N/A,75,62,€21.5M,LWB,€80K,81,78,32,78,78,85,85,2015 ~ 2019,  Filipe Luís,Atlético Madrid  
5,172175,1903,0,N/A,72,69,€2.4M,LM,€13K,43,60,32,72,76,73,73,2020 ~ 2021, K. Mirallas,Gazişehir Gaziantep F.K.  
6,178311,1975,0,N/A,87,78,€11M,ST,€29K,29,67,33,75,80,79,79,2018 ~ 2021, Éder,Jiangsu Suning FC  
7,182744,2017,0,N/A,65,65,€925K,LB,€850,73,73,36,73,70,74,74,2020 ~ 2021, J. Holebas,Olympiacos CFP  
8,190034,1817,1,N/A,69,37,€4M,CB,€26K,74,79,28,68,60,74,75,2020 ~ 2022, T. Kolodziejczak,AS Saint-Étienne  
9,1040,2207,0,N/A,78,65,€0,CDM,€30K,77,76,38,81,77,79,79,2011 ~ 2013,  Roberto Carlos,FC Anzhi Makhachkala  
10,13038,1853,0,N/A,64,46,€1.3M,CB,€100K,86,77,35,60,57,83,83,1999 ~ 2014,  Puyol,FC Barcelona  
11,156713,1637,0,N/A,31,56,€500K,CB,€2K,72,71,35,57,51,71,71,2018 ~ 2021, A. Granqvist,Helsingborgs IF  
12,188253,1937,0,N/A,57,60,€3.6M,CDM,€41K,74,65,29,72,72,74,74,2019 ~ 2022, J. McCarthy,Crystal Palace  
13,189485,1820,0,"Jun 30, 2021",83,69,€1.8M,RW,€21K,38,46,30,68,79,71,71,"Jun 30, 2021 On Loan", Diego Farías,"SpeziaJun ,  On Loan"
14,189725,1955,0,N/A,63,69,€4M,CM,€17K,61,65,30,74,73,74,74,2017 ~ 2022, T. Cleverley,Watford  
15,190324,1764,0,N/A,68,50,€6.5M,CB,€18K,76,76,29,51,62,76,76,2016 ~ 2021, C. Kabasele,Watford  
16,190456,1939,0,N/A,69,60,€4.9M,RB,€44K,74,63,29,71,75,75,75,2020 ~ 2021, N. Clyne,Crystal Palace  
17,192641,1917,0,N/A,71,57,€9M,CB,€33K,78,75,28,72,67,77,77,2016 ~ 2022, K. Vogt,TSG  Hoffenheim  
18,193336,1120,1,N/A,73,72,€0,GK,€0,48,71,30,65,74,73,74,Free, V. Belec, SloveniaFree
19,198949,2001,0,"Jun 30, 2021",79,62,€7M,RB,€50K,73,71,28,72,77,76,76,"Jun 30, 2021 On Loan", K. Malcuit,"FiorentinaJun ,  On Loan"
20,202465,1829,0,N/A,67,60,€475K,CDM,€5K,60,70,28,63,63,63,63,2019 ~ 2021, R. Towell,Salford City  
21,204882,1841,0,N/A,82,61,€950K,RM,€5K,46,71,26,62,68,66,66,2019 ~ 2021, R. Williams,Portsmouth  
22,209769,1838,1,N/A,83,66,€1.2M,RW,€5K,45,56,25,60,73,67,68,2021 ~ 2021, B. Başaçıkoğlu,Gazişehir Gaziantep F.K.  
23,211504,1946,4,N/A,67,67,€1.8M,CM,€12K,63,66,25,71,71,69,73,2012 ~ 2022, L. Baker,Trabzonspor  
24,213620,1720,1,N/A,79,73,€2.8M,ST,€7K,27,65,26,55,71,72,73,2021 ~ 2022, F. Mora,Portland Timbers  
25,219585,1753,5,N/A,67,36,€6M,CB,€7K,74,81,24,55,65,74,79,2019 ~ 2025, M. Valjent,RCD Mallorca  
26,220148,1779,3,N/A,83,73,€5.5M,ST,€18K,31,75,25,57,68,74,77,2019 ~ 2022, N. Orsini,Club Atlético Lanús  
27,220165,1690,2,"Jun 30, 2021",59,73,€3M,ST,€38K,26,70,25,56,68,72,74,"Jun 30, 2021 On Loan", J. Pohjanpalo,". FC Union BerlinJun ,  On Loan"
28,220763,1969,2,N/A,73,66,€5.5M,CAM,€15K,61,68,25,73,78,74,76,2018 ~ 2022, R. Thomas,PSV  
29,222900,1272,2,N/A,72,65,€1.2M,GK,€8K,48,65,28,65,74,69,71,2020 ~ 2021, W. Hahn,RSC Anderlecht  
30,224202,1879,0,N/A,64,68,€0,CM,€0,67,67,27,68,68,68,68,Free, I. Chochev, BulgariaFree
31,229636,1898,4,N/A,70,73,€4.2M,ST,€24K,40,67,25,70,77,73,77,2020 ~ 2024, G. Pereiro,Cagliari  
32,234333,1696,6,N/A,78,68,€3M,CAM,€17K,24,57,21,63,75,71,77,2018 ~ 2023, M. Maolida,OGC Nice  
33,238058,1923,7,N/A,80,57,€3.8M,RM,€23K,64,65,22,67,75,71,78,2020 ~ 2023, C. O'Hare,Coventry City  
34,239475,1893,5,N/A,71,58,€2.4M,CDM,€16K,70,67,21,65,73,70,75,2017 ~ 2022, J. González,Monterrey  
35,239571,1772,7,N/A,83,44,€2.7M,LWB,€5K,61,69,22,61,66,69,76,2019 ~ 2022, T. Handwerker,. FC Nürnberg  
36,240026,1771,7,N/A,74,65,€2M,CAM,€2K,46,59,20,63,68,67,74,2017 ~ 2023, A. Fontana,Philadelphia Union  
37,241435,1611,14,N/A,69,52,€800K,CAM,€8K,47,53,20,59,65,61,75,2017 ~ 2022, K. Leshabela,Leicester City  
38,242527,1530,9,N/A,67,30,€2.5M,CB,€4K,68,76,21,45,51,68,77,2018 ~ 2024, S. Ambrosius,Hamburger SV  
39,243133,1450,20,N/A,75,27,€525K,RWB,€500,52,58,17,51,58,58,78,2021 ~ 2023, J. Scally,Borussia Mönchengladbach  
40,243430,1270,13,N/A,46,22,€1.4M,CB,€4K,66,57,21,40,39,64,77,2017 ~ 2021, David Alba,Getafe CF  
41,244201,1663,10,N/A,80,65,€1.9M,ST,€4K,28,65,20,54,65,66,76,2018 ~ 2022, L. Jephcott,Plymouth Argyle  
42,244407,1767,13,N/A,71,54,€2.4M,CM,€2K,61,65,20,66,67,67,80,2017 ~ 2023, Pol Lozano,RCD Espanyol  
43,244919,1369,12,N/A,59,25,€1.3M,CB,€1K,66,58,20,41,41,64,76,2017 ~ 2022, Martín,Rayo Vallecano  
44,246685,1544,14,N/A,79,31,€1.3M,LB,€12K,59,59,20,52,59,64,78,2018 ~ 2023, L. Davis,Leeds United  
45,251708,1718,0,N/A,53,72,€0,ST,€0,36,77,27,52,63,69,69,Free, L. Conderia, EcuadorFree
46,253225,1553,14,N/A,83,66,€1.4M,ST,€2K,22,53,18,49,69,64,78,2020 ~ 2021, A. Tapsoba,Standard de Liège  
47,258770,1616,13,N/A,78,43,€1.6M,RB,€2K,60,52,20,51,63,65,78,2020 ~ 2021, Benítez,Málaga CF  
48,259165,1560,17,N/A,66,50,€550K,CAM,€900,48,45,17,58,69,59,76,2019 ~ 2024, J. Wosz,RB Leipzig  
49,259173,1332,11,N/A,68,23,€975K,CB,€15K,64,64,20,35,34,63,74,2019 ~ 2021, Víctor Chust,Real Madrid  
50,262057,1560,22,N/A,67,58,€700K,ST,€800,48,49,16,53,62,59,81,2021 ~ 2022, F. Ovelar,Cerro Porteño  
51,247674,1593,12,N/A,79,58,€950K,CAM,€2K,30,60,20,56,66,62,74,2019 ~ 2022, D. Politic,Bolton Wanderers  
52,251740,1510,2,N/A,85,55,€0,RM,€0,23,61,23,46,60,58,60,Free, G. Thakkar, IndiaFree
53,253378,1561,12,N/A,64,34,€3.7M,CB,€3K,70,74,21,47,47,70,82,2019 ~ 2023, Tomás Ribeiro,Os Belenenses  
54,257437,1469,18,N/A,69,51,€240K,ST,€1K,35,63,18,50,52,53,71,2020 ~ 2023, R. Colwill,Cardiff City  
55,258490,1391,19,"Jun 30, 2021",56,31,€525K,CB,€750,60,57,17,45,41,59,78,"Jun 30, 2021 On Loan", C. Riad,"CE Sabadell FCJun ,  On Loan"
56,261336,1462,21,N/A,69,58,€725K,RM,€4K,30,42,18,56,62,59,80,2018 ~ 2024, J. Philogene-Bidace,Aston Villa  
57,261444,1525,18,N/A,90,54,€1M,RW,€550,27,53,17,50,67,62,80,2021 ~ 2025, A. Baldé,Feyenoord  
58,261771,1649,14,N/A,75,69,€2.4M,ST,€4K,28,59,18,57,68,67,81,2021 ~ 2025, M. Sahi,RC Strasbourg Alsace  
0,26709,1754,0,N/A,31,52,€275K,CB,€15K,74,67,38,64,61,73,73,2016 ~ 2020,  R. Márquez,Club Atlas  
1,104389,1194,0,N/A,77,71,€1.2M,GK,€21K,41,80,35,70,79,77,77,2014 ~ 2023, R. Jarstein,Hertha BSC  
2,113524,1796,0,N/A,57,74,€0,ST,€9K,46,55,40,63,70,70,70,2016 ~ 2021, Nino,Elche CF  
3,140293,1219,0,N/A,77,79,€1.6M,GK,€24K,43,79,36,68,76,78,78,2018 ~ 2021, A. Mirante,Roma  
4,152554,1884,0,N/A,76,43,€2.8M,LB,€17K,73,67,34,69,75,76,76,2020 ~ 2022, G. Clichy,Servette FC  
